TransactionID,AccountOriginID,AccountDestinationID,TransactionTypeID,Amount,BranchID,Description
3031323,200944,200222,2,1163.05,29,Transaction 40852
3037499,200912,201222,3,2138.52,37,Transaction 29995
3033414,200588,200063,2,429.27,16,Transaction 13857
3031082,201598,201139,2,3085.34,11,Transaction 35157
3000450,200890,200612,2,1609.9,21,Transaction 19321
3016727,200040,200174,1,4269.9,25,Transaction 17018
3032106,200793,200885,3,1181.82,11,Transaction 21895
3041886,200845,201509,2,4697.18,35,Transaction 31323
3013385,200196,200376,4,1117.7,37,Transaction 37499
3008960,200095,200280,1,3677.86,39,Transaction 33414
3046228,200490,201161,1,1891.8,8,Transaction 31082
3028233,200094,201251,3,1398.93,47,Transaction 450
3027463,200311,201514,1,4586.37,10,Transaction 16727
3048847,200056,201011,4,2040.6,1,Transaction 32106
3023895,200046,200011,2,2674.46,21,Transaction 41886
3019681,201175,200118,2,4703.05,17,Transaction 13385
3043924,200851,200159,1,964.41,14,Transaction 8960
3008376,200114,201030,2,2365.75,36,Transaction 46228
3031720,200946,201608,2,418.12,16,Transaction 28233
3004786,200235,200015,3,3210.29,26,Transaction 27463
3004017,200745,200416,4,2212.39,32,Transaction 48847
3006200,200609,200193,3,619.35,20,Transaction 23895
3029371,201193,200170,2,1134.95,8,Transaction 19681
3005093,200655,200435,2,2751.29,34,Transaction 43924
3026486,201016,201520,1,3546.57,32,Transaction 8376
3028191,200707,200307,2,4258.34,39,Transaction 31720
3007680,200526,200538,4,303.15,30,Transaction 4786
3039914,200846,200646,3,513.14,35,Transaction 4017
3001195,200702,200568,3,4271.62,3,Transaction 6200
3016592,200465,200754,1,4272.14,13,Transaction 29371
3018212,200903,200643,3,1594.7,7,Transaction 5093
3016343,200480,201274,2,2074.7,22,Transaction 26486
3021985,201474,200744,3,2997.68,40,Transaction 28191
3003991,200199,201024,3,755.55,42,Transaction 7680
3020095,200204,200378,2,3088.63,1,Transaction 39914
3000567,201466,201258,1,2961.13,26,Transaction 1195
3003741,200134,200380,2,1897.61,24,Transaction 16592
3023980,200245,200850,1,1946.95,20,Transaction 18212
3011064,201101,201316,4,1937.47,12,Transaction 16343
3021480,200373,200391,3,1785.64,38,Transaction 21985
3034385,201378,201332,3,671.89,31,Transaction 3991
3041031,200677,201504,4,179.54,18,Transaction 20095
3010109,200946,200642,2,204.49,19,Transaction 567
3040807,201536,200941,4,4191.12,29,Transaction 3741
3011647,201209,201172,2,1019.82,21,Transaction 23980
3030138,201325,201578,1,3367.21,17,Transaction 11064
3004514,201215,200524,1,427.49,1,Transaction 21480
3035105,200977,200529,1,1981.72,10,Transaction 34385
3015261,200288,201032,2,415.42,15,Transaction 41031
3000021,201187,201524,1,2575.71,10,Transaction 10109
3015784,201082,201430,2,3656.39,41,Transaction 40807
3035331,200347,200440,2,2653.27,22,Transaction 11647
3044203,200461,201053,4,2018.92,34,Transaction 30138
3033020,200514,200267,3,2675.79,22,Transaction 4514
3044431,200291,200221,4,4251.5,18,Transaction 35105
3016484,200703,200941,2,79.21,7,Transaction 15261
3036246,201011,200053,3,2645.62,25,Transaction 21
3031718,201434,200456,3,4756.29,16,Transaction 15784
3002930,201497,200263,2,3030.92,2,Transaction 35331
3048961,201340,201078,3,1275.63,39,Transaction 44203
3032664,200656,201569,2,1498.76,4,Transaction 33020
3025074,200320,201597,1,3720.04,44,Transaction 44431
3006627,200750,201586,2,154.34,28,Transaction 16484
3040684,200351,200901,3,3062.55,30,Transaction 36246
3026385,200923,201034,3,1274.43,39,Transaction 31718
3009363,200792,200430,2,3500.12,2,Transaction 2930
3019088,200253,200442,3,2086.29,17,Transaction 48961
3046492,200369,200703,3,703.19,29,Transaction 32664
3045670,200016,201156,3,2605.35,50,Transaction 25074
3003254,200357,200956,3,2478.99,8,Transaction 6627
3039883,200793,200737,3,3373.73,3,Transaction 40684
3009473,200194,201032,1,1855.09,8,Transaction 26385
3033386,200898,200003,2,511.19,38,Transaction 9363
3037442,200239,200878,1,51.99,29,Transaction 19088
3037506,201373,201265,1,1026.09,17,Transaction 46492
3034638,200245,200199,1,1004.69,8,Transaction 45670
3045266,201252,201172,3,1728.13,23,Transaction 3254
3032305,200415,200794,2,3271.9,26,Transaction 39883
3027286,201109,200022,3,4515.57,43,Transaction 9473
3017195,200016,200502,2,4035.43,18,Transaction 33386
3012802,200262,200879,3,4267.87,31,Transaction 37442
3044954,200350,200606,2,4675.78,18,Transaction 37506
3022453,201318,200754,3,2568.83,38,Transaction 34638
3045709,201483,200022,1,4168.91,35,Transaction 45266
3020228,201410,200832,1,899.67,11,Transaction 32305
3024208,200124,200469,2,2205.16,23,Transaction 27286
3038928,200219,201276,3,2915.54,4,Transaction 17195
3035699,200036,200038,3,3502.89,12,Transaction 12802
3000670,201111,201590,1,2145.31,47,Transaction 44954
3000537,200814,200075,3,1156.98,28,Transaction 22453
3018432,201606,200566,3,2568.12,38,Transaction 45709
3039332,201219,201046,2,2348.29,3,Transaction 20228
3042166,200877,201229,2,3706.28,47,Transaction 24208
3010928,201164,200542,3,3413.42,18,Transaction 38928
3006560,201325,200082,2,3781.58,29,Transaction 35699
3009932,201227,201331,1,51.21,21,Transaction 670
3015582,200321,200424,4,1451.13,19,Transaction 537
3006821,200036,200036,4,1939.83,2,Transaction 18432
3007153,201126,200602,3,107.39,30,Transaction 39332
3017708,200156,200049,3,3961.61,1,Transaction 42166
3043081,201182,200379,3,1138.13,22,Transaction 10928
3042540,201011,200995,4,4850.3,9,Transaction 6560
3014232,200990,200272,4,4326.97,20,Transaction 9932
3043858,201522,200839,1,2402.16,17,Transaction 15582
3019625,201082,201201,3,197.55,46,Transaction 6821
3001916,200903,200576,1,4503.33,6,Transaction 7153
3021058,200562,201091,2,200.31,5,Transaction 17708
3048378,200150,201257,2,149.88,25,Transaction 43081
3025079,200413,201339,2,2065.39,33,Transaction 42540
3007604,201599,200758,3,560.87,7,Transaction 14232
3037794,200303,200468,1,1056.64,17,Transaction 43858
3045117,200064,201620,3,4578.61,33,Transaction 19625
3032569,201349,201446,3,1961.12,20,Transaction 1916
3040279,200764,200810,2,288.78,2,Transaction 21058
3003339,201186,200869,1,3161.31,44,Transaction 48378
3018412,200229,200232,3,3715.47,40,Transaction 31869
3041473,201027,200264,3,860.81,18,Transaction 25079
3040837,200919,200243,2,1686.56,16,Transaction 7604
3028025,201324,200004,1,2716.57,32,Transaction 37794
3045210,201518,201572,2,3319.24,17,Transa9tion 45117
3012189,200895,200052,3,1033.51,30,Transaction 32569
3037160,200330,200786,1,4696.8,3,Transaction 40279
3027496,200254,201052,1,4320.11,22,Transaction 3339
3043165,201324,200923,1,158.57,41,Transaction 18412
3030226,200896,200007,4,1726.33,13,Transaction 41473
3001387,200068,201139,3,2122,44,Transaction 40837
3023149,201574,201079,3,134.83,4,Transaction 28025
3044486,200304,201349,3,4846.16,17,Transaction 45210
3039140,200542,200617,3,945.88,43,Transaction 12189
3011862,200291,200727,3,1241.64,36,Transaction 37160
3043163,200125,200432,2,3158.28,2,Transaction 27496
3034104,200528,201603,1,1528.73,10,Transaction 43165
3039427,200018,201581,2,96.82,45,Transaction 30226
3046392,200850,200242,2,1901.98,32,Transaction 1387
3001084,200933,200726,1,40.75,36,Transaction 23149
3032419,200578,200984,1,3538.96,35,Transaction 44486
3022888,201404,200739,4,2800.74,4,Transaction 39140
3006404,200519,200053,2,3705.81,30,Transaction 11862
3046722,201475,201617,2,3383.17,47,Transaction 43163
3005701,201607,201529,1,3761.83,41,Transaction 34104
3027733,201352,200833,2,1969.08,30,Transaction 39427
3019970,200332,200638,3,1846.5,5,Transaction 46392
3010837,200929,200763,2,3407.06,32,Transaction 1084
3033648,200447,201143,4,250.28,25,Transaction 32419
3034359,201039,201025,2,2089.72,20,Transaction 22888
3037917,201619,200456,1,3080.09,47,Transaction 6404
3038127,201224,201027,2,4568.62,46,Transaction 46722
3025104,200587,200959,1,2233.34,32,Transaction 5701
3006738,200339,200539,3,4025.21,35,Transaction 27733
3004818,200634,201360,1,979.13,38,Transaction 19970
3015044,200878,201553,3,2353.9,43,Transaction 10837
3008317,200410,201445,2,2856.12,44,Transaction 33648
3011609,200241,201619,2,4225.77,19,Transaction 34359
3035419,200221,200947,3,674.76,7,Transaction 37917
3001572,200408,201247,2,1523.9,37,Transaction 38127
3037659,200515,201527,3,2874.96,46,Transaction 25104
3002840,200023,200147,3,24.4,38,Transaction 6738
3023700,200411,201236,1,4120.18,22,Transaction 4818
3038355,201157,201293,3,456.4,15,Transaction 15044
3042897,200459,200709,3,4429.03,8,Transaction 8317
3041012,200470,201152,3,84.86,22,Transaction 11609
3048149,200226,200221,2,342.9,5,Transaction 35419
3000445,201049,200378,1,2377.77,24,Transaction 1572
3012210,201595,200657,2,411.91,17,Transaction 37659
3035892,201212,200350,2,1402.5,50,Transaction 2840
3013006,201204,200232,2,1555.15,24,Transaction 23700
3049196,200150,201408,1,4322.48,43,Transaction 38355
3023761,201033,201158,3,2450.38,38,Transaction 42897
3025880,200592,201478,1,1830.46,19,Transaction 41012
3038634,200819,200256,2,4799.41,36,Transaction 48149
3008185,200188,200138,2,4011.86,14,Transaction 445
3025062,201392,200627,2,3464.17,17,Transaction 12210
3007542,201426,200701,2,3378.49,5,Transaction 35892
3024581,201423,200239,2,1245.81,8,Transaction 13006
3044623,200137,201238,3,1597.09,32,Transaction 49196
3037434,201439,201602,2,1193.24,34,Transaction 25880
3043670,201579,201646,1,1171.54,4,Transaction 38634
3046502,200500,200899,4,1695.19,27,Transaction 8185
3013135,200346,200556,3,1689.72,34,Transaction 25062
3002688,200411,201625,2,441.2,35,Transaction 7542
3009111,200704,200544,1,3100.01,15,Transaction 24581
3049444,200988,201244,2,802.49,1,Transaction 44623
3033360,200332,201166,2,1700.72,14,Transaction 27785
3035773,200430,200422,4,1302.41,11,Transaction 37434
3027858,200597,200808,2,3651.55,18,Transaction 43670
3044701,200295,201472,3,2135.66,9,Transaction 46502
3032445,201533,200401,1,2464.44,4,Transaction 13135
3016423,200933,200750,3,4678.69,1,Transaction 2688
3007726,200118,200246,1,4163.12,27,Transaction 9111
3023255,200469,200310,2,580.64,49,Transaction 49444
3031544,200764,201501,4,3677.52,5,Transaction 33360
3000344,200623,201624,2,3650.2,16,Transaction 35773
3028326,200544,200135,1,1534.29,50,Transaction 27858
3021846,200009,200711,3,71.42,24,Transaction 44701
3034131,200196,200101,4,504.79,6,Transaction 32445
3002972,201101,200102,3,1837.83,42,Transaction 16423
3024259,200900,200451,2,2084.59,25,Transaction 7726
3018040,200073,201245,3,3155.14,45,Transaction 23255
3046288,200912,201051,2,4571.72,1,Transaction 31544
3002555,201258,200957,3,3136.63,48,Transaction 344
3035838,201404,200130,3,2208.98,37,Transaction 28326
3047921,200412,200016,2,3262.95,44,Transaction 21846
3022833,200131,201519,3,3556.78,5,Transaction 34131
3004920,200162,200800,2,872.49,2,Transaction 2972
3032213,201170,201554,2,256.97,48,Transaction 24259
3012742,200174,200802,1,1524.17,44,Transac1ion 18040
3031410,201013,201434,2,4321.43,48,Transaction 46288
3018209,200663,201629,3,4274.42,45,Transaction 2555
3033190,201597,201144,1,996.69,6,Transaction 35838
3009878,200127,200897,4,2230.67,25,Transaction 47921
3034409,201110,200241,3,704.24,50,Transaction 22833
3034254,200316,200889,1,763.71,26,Transaction 4920
3032508,201583,201494,1,3962.15,27,Transaction 32213
3013569,200238,200383,1,3091.51,14,Transaction 12742
3004144,200106,200987,2,1777.08,16,Transaction 31410
3027865,201464,201401,1,843.44,45,Transaction 18209
3002055,201246,201472,3,4132.97,45,Transaction 33190
3039112,200124,201146,2,3866.75,29,Transaction 9878
3039720,201276,201546,2,1064.32,40,Transaction 34409
3012793,200770,200422,3,4748.51,18,Transaction 34254
3017258,200697,201058,4,2944.27,20,Transaction 32508
3020023,201081,201227,2,3927.5,15,Transaction 13569
3002909,200923,200054,1,1486.41,11,Transaction 4144
3010737,200995,201325,2,3985.88,43,Transaction 27865
3003464,201239,201491,3,67.47,8,Transaction 055
3010146,200146,201197,3,2834.93,28,Transaction 39112
3033751,201488,201566,2,646.71,38,Transaction 39720
3008234,201367,201027,1,2983.09,17,Transaction 12793
3041633,201208,201141,4,4992.04,35,Transaction 17258
3035672,201255,200693,2,4090.99,13,Transaction 20023
3021490,201118,200784,2,1820.38,15,Transaction 2909
3018893,201075,200594,3,2903,16,Transaction 10737
3024475,200164,201190,3,2955.61,45,Transaction 3464
3025933,200404,200366,1,4549.02,46,Transaction 10146
3016693,200295,200992,3,2843.84,41,Transaction 33751
3000871,201602,200627,3,94.89,46,Transaction 8234
3046520,201541,200860,3,3342.15,29,Transaction 41633
3030625,201089,200222,3,1482.11,22,Transaction 35672
3001079,201645,201626,3,1118.29,3,Transaction 21490
3015615,200974,200232,2,2221.69,31,Transaction 18893
3043633,200598,201351,1,3552.65,9,Transaction 24475
3048678,201248,201082,2,3613.28,29,Transaction 25933
3037628,201283,200216,2,3767.84,47,Transaction 16693
3011486,200984,201500,2,2140.66,36,Transaction 871
3023426,200188,201339,1,2193.02,44,Transaction 46520
3009031,201231,200752,4,3498.95,22,Transaction 30625
3009650,201089,200755,3,1202.84,31,Transaction 1079
3026943,200302,201473,2,1948.7,18,Transaction 15615
3006775,200888,201518,2,4358.84,33,Transaction 43633
3023339,200475,200385,2,2122.88,10,Transaction 48678
3038117,200515,200487,2,3104.57,23,Transaction 37628
3018132,200873,200149,2,3902.21,34,Transaction 11486
3001036,200197,201349,2,3811.81,46,Transaction 23426
3012597,200007,200929,3,1830.88,40,Transaction 9031
3039104,201559,201129,1,3657.29,25,Transaction 9650
3032479,201301,200788,2,3148.52,30,Transaction 26943
3018956,200234,200843,4,326.91,11,Transaction 6775
3035141,201250,200686,3,795.47,32,Transaction 23339
3030776,200664,201328,2,3667.12,32,Transaction 38117
3008674,200117,200723,2,4881.07,27,Transaction 18132
3009069,201239,200219,3,1001.76,28,Transaction 1036
3038242,200533,200721,2,3161.5,16,Transaction 12597
3020549,200456,200528,2,4515.91,46,Transaction 39104
3009961,200099,200723,2,1565.89,43,Transaction 32479
3012355,201040,200000,2,2122.35,35,Transaction 18956
3042156,200175,200124,2,2017.49,28,Transaction 35141
3035526,200298,200882,2,302.05,32,Transaction 30776
3006760,201635,200391,2,1907.18,17,Transaction 8674
3009329,201370,200797,2,17.04,42,Transaction 9069
3034106,200504,200218,1,4326.23,24,Transaction 38242
3038832,201336,200918,2,4340.32,12,Transaction 20549
3004367,200397,201558,2,1525.47,7,Transaction 9961
3008486,201076,200207,2,3614.26,8,Transaction 12355
3037702,200974,201344,2,1101.87,7,Transaction 42156
3030173,201285,200660,1,376.36,42,Transaction 35526
3016064,200566,200663,2,4229.37,31,Transaction 6760
3001239,200763,201475,3,3137.45,5,Transaction 9329
3014931,200767,201282,3,2738.04,11,Transaction 34106
3021463,201068,200614,3,1909.99,32,Transaction 38832
3000619,200529,201588,1,4436.39,16,Transaction 4367
3003005,200982,200584,4,2414.5,49,Transaction 8486
3031045,200572,200191,3,330.59,16,Transaction 37702
3023071,200035,200197,2,3177.37,30,Transaction 30173
3024436,201123,201521,2,2164.35,48,Transaction 16064
3006625,200235,201276,2,4814.98,19,Transaction 1239
3002992,200120,200970,2,1951.4,2,Transaction 14931
3044112,201419,201567,1,4948.94,10,Transaction 21463
3028458,201035,200093,1,1580.41,8,Transaction 619
3046931,200179,200741,3,1251.72,27,Transaction 3005
3000634,201072,200848,4,918.39,36,Transaction 31045
3002791,201209,200320,3,879.22,3,Transaction 23071
3036132,200648,201001,1,1405.93,19,Transaction 24436
3023564,201107,200204,2,1198.38,1,Transaction 6625
3043785,201590,200737,3,1522.43,1,Transaction 2992
3006212,200935,200495,1,2639.73,1,Transaction 44112
3006517,201284,201632,2,221.53,44,Transaction 28458
3036558,200128,201199,4,3465.97,11,Transaction 5677
3011407,200772,201100,2,969.12,3,Transaction 46931
3003490,201064,200055,1,4596.66,45,Transaction 634
3021014,201300,200938,3,3217.45,4,Transaction 2791
3016448,201107,200659,2,4814.17,33,Transaction 36132
3042086,200032,201474,3,974.31,1,Transaction 23564
3030674,200771,200606,1,4107.53,35,Transaction 43785
3044977,200530,200406,3,3913.14,17,Transaction 6212
3032646,200737,200225,2,658.21,39,Transaction 6517
3031769,201287,200313,2,3835.51,43,Transaction 36558
3033826,200534,200656,4,4068.05,16,Transaction 11407
3046461,200097,200395,1,3624.64,37,Transaction 3490
3024646,201375,201373,3,919.31,35,Transaction 21014
3002862,201064,201490,2,4291.13,45,Transaction 16448
3049325,200403,200205,3,1644.15,45,Transaction 42086
3027335,200140,200501,1,2031.53,34,Transaction 30674
3037303,200353,200867,1,1505.17,3,Transaction 44977
3031965,200870,200381,3,4108.76,21,Transaction 32646
3001663,201198,201487,1,2325.84,30,Transaction 31769
3011794,200702,200788,1,292.02,17,Transaction 33826
3003770,201309,200604,2,4199.88,20,Transaction 46461
3012391,200319,200092,2,3714.46,6,Transaction 24646
3046008,201193,200179,2,4576.92,3,Transaction 2862
3013373,200147,200033,1,4523.91,20,Transaction 49325
3042437,200688,201239,3,1540.51,32,Transaction 27335
3034182,201008,201320,1,3376.47,25,Transaction 37303
3039269,201347,200846,1,3923.92,1,Transaction 31965
3015263,201136,200729,2,365.69,33,Transaction 1663
3039135,200531,200679,3,1343.18,41,Transaction 11794
3008498,200818,201212,3,971.44,40,Transaction 3770
3025633,200809,201429,3,1764.21,17,Transaction 12391
3037816,201188,200869,3,2398.11,36,Transaction 46008
3031513,200864,201083,1,2996.75,31,Transaction 13373
3025106,200180,201333,3,4964.38,37,Transaction 42437
3042907,201307,201468,4,2264.22,1,TransactiIn 34182
3036930,200001,200244,1,1380.94,15,Transaction 39269
3032433,200939,200057,3,3021.05,22,Transaction 15263
3035273,201003,201117,1,7,37,Transaction 39135
3048867,200734,201371,2,617.1,17,Transaction 8498
3019296,200740,200560,4,3890.99,34,Transaction 25633
3045752,200353,201552,2,723.6,33,Transaction 37816
3021992,200879,201249,3,4851.39,14,Transaction 31513
3040687,200314,201548,1,919.13,34,Transaction 25106
3002676,201488,200875,1,4328.65,1,Transacton 42907
3047949,201481,200941,3,1769.2,27,Transaction 36930
3020270,200373,200272,2,338.86,29,Transaction 32433
3033958,201525,201176,3,4102.19,4,Transaction 35273
3002440,201364,201374,2,3823.62,26,Transaction 48867
3028883,200844,200575,3,942.01,10,Transaction 19296
3036221,200958,201589,4,268.01,37,Transaction 45752
3028455,200121,201097,1,4661.04,41,Transaction 21992
3022995,200467,200917,2,4214.55,28,Transaction 40687
3035916,201188,201220,1,4270.75,48,Trasaction 2676
3023584,200835,201564,3,664.98,32,Transaction 47949
3038999,200495,201642,4,344.9,11,Transaction 20270
3035501,200143,200173,3,4367.88,36,Transaction 33958
3040438,201490,201448,2,4594.47,25,Transaction 2440
3012358,201507,201637,1,4399.38,8,Transaction 28883
3023507,200358,201315,3,3993.88,44,Transaction 36221
3004026,201194,200926,3,666.35,15,Transaction 28455
3046327,200383,200229,3,3730.07,26,Transaction 22995
3036861,200697,200347,3,2655.33,29,Transaction 35916
3016793,200265,200385,3,3996.54,38,Transaction 23584
3025557,200453,201272,3,1626.35,43,Transaction 38999
3028551,200061,200641,2,3256.29,44,Transaction 35501
3029382,200899,200548,1,312.89,21,Transaction 40438
3044198,201088,201272,2,2581.94,28,Transaction 12358
3040139,200721,201505,4,133.67,18,Transaction 23507
3022269,201208,200365,3,306.28,24,Transaction 4026
3006486,200143,200567,2,25.95,6,Transaction 46327
3028867,201599,200598,3,2293.06,17,Transaction 16793
3012594,200995,200097,2,3197.51,22,Transaction 25557
3003803,201140,201140,1,1231.94,4,Transaction 28551
3026511,200337,200278,2,374.7,35,Transaction 29382
3028739,200065,201246,2,174.11,36,Transaction 44198
3013627,200580,200475,1,4870.87,7,Transaction 40139
3027322,201190,200241,2,3645.05,24,Transaction 22269
3037517,200419,200258,3,2878.42,30,Transaction 6486
3043369,200265,200645,1,1503.68,26,Transaction 272
3008495,201484,200130,1,4366.58,35,Transaction 28867
3040682,201084,200069,3,1410.73,27,Transaction 12594
3031417,201539,201628,2,3039.43,49,Transaction 3803
3030201,201292,200722,3,4980.67,24,Transaction 26511
3038557,201347,201272,2,563.66,37,Transaction 28739
3014793,201100,201508,2,4118.9,34,Transaction 13627
3042679,201277,200053,1,709.56,24,Transaction 27322
3047869,201545,201580,3,952.28,8,Transaction 37517
3039765,200407,201003,4,1819.67,6,Transaction 43369
3047663,200573,200005,3,2146.93,20,Transaction 8495
3031444,201638,201118,4,780.77,41,Transaction 40682
3001258,200910,201004,3,1074.8,22,Transaction 31417
3035852,201055,200734,4,1712.69,21,Transaction 30201
3022990,200755,201385,2,4676.82,48,Transaction 38557
3016309,200815,200025,2,2582.81,24,Transaction 14793
3019008,200214,200316,3,2429.84,31,Transaction 42679
3019005,200844,200924,1,2722.1,40,Transaction 47869
3046425,200412,201365,3,1522.82,37,Transaction 39765
3032720,200223,200762,1,4197.97,7,Transaction 47663
3000092,201136,201351,1,1033.99,3,Transaction 31444
3027113,201272,200565,3,3202.37,40,Transaction 1258
3005053,201563,200540,1,4307.34,46,Transaction 35852
3027955,200006,200615,2,3397.7,30,Transaction 22990
3043711,200944,200886,3,1046.17,17,Transaction 16309
3025565,200693,200544,3,4089.68,49,Transaction 19008
3009643,201097,200591,2,227.55,37,Transaction 19005
3002868,201425,200701,3,1750.49,27,Transaction 46425
3024503,200218,200761,2,2208.35,1,Transaction 32720
3043330,201438,200419,3,58.24,45,Transaction 92
3027995,201199,200162,1,33.26,17,ransaction 27113
3024364,201210,201338,4,880.44,21,Transaction 5053
3021624,201190,200003,3,4532.86,3,Transaction 27955
3002681,200088,200180,1,334.28,27,Transaction 43711
3006778,200309,200060,1,4754.09,38,Transaction 25565
3013350,200390,200820,4,748.71,42,Transaction 9643
3035950,200227,200198,3,1979.09,35,Transaction 2868
3025611,200046,200333,1,4100.02,35,Transaction 24503
3031961,200603,200287,2,2747.68,46,Transaction 43330
3000986,201626,200921,1,2007.42,3,Transaction 27995
3009175,201643,200605,4,2817.36,26,Transaction 24364
3034826,201548,200007,4,2796.89,13,Transaction 21624
3021757,200450,201054,2,1482.95,22,Transaction 2681
3002228,201216,201224,2,2486.63,4,Transaction 6778
3038839,201175,200112,4,4744.66,2,Transaction 13350
3029514,200009,200849,2,2007.56,37,Transaction 35950
3002146,201178,201117,2,419.46,7,Transaction 25611
3005072,200587,200385,3,783.67,19,Transaction 31961
3040326,201212,201146,2,1704.83,24,Transaction 986
3027229,200412,200651,4,2442.83,4,Transaction 9175
3007348,200103,201543,4,4207.72,27,Transaction 34826
3030913,200172,200778,3,3111.31,9,Transaction 21757
3027843,200891,201313,2,3068.86,4,Transaction 2228
3010022,201300,201510,2,353.75,36,Transaction 38839
3030696,200505,201022,2,310.7,4,Transaction 29514
3023283,200976,200873,1,4778,38,Transaction 2146
3026117,201201,201296,2,2736.86,27,Transaction 5072
3010202,201052,201618,2,159.23,40,Transaction 40326
3004412,201043,200241,1,388.12,5,Transaction 27229
3040313,201278,201038,3,1391.97,34,Transaction 7348
3023664,200523,200552,3,1561.12,22,Transaction 30913
3041677,200142,201510,1,4013.03,8,Transaction 27843
3036200,200465,201233,4,2550.09,12,Transaction 10022
3035451,200206,200981,2,4011.11,20,Transaction 30696
3017817,201312,200592,3,84.08,4,Transaction 23283
3002416,201393,201597,3,1077.1,6,Transaction 26117
3047045,200309,200212,1,1987.51,19,Transaction 10202
3024126,200814,201478,3,2907.76,17,Transaction 4412
3029017,201407,201036,2,832,47,Transaction 40313
3044852,201301,200772,1,2396.62,17,Transaction 23664
3031962,200333,200549,2,117,35,Transaction 41677
3028314,200259,200859,2,4503.59,48,Transaction 36200
3024351,200636,200679,4,4447.28,7,Transaction 35451
3022106,200771,200039,3,3300.62,2,Transaction 17817
3031700,201105,200777,3,510.58,38,Transaction 2416
3042198,200285,201443,3,3311.16,12,Transaction 47045
3015861,200864,201215,3,717.11,36,Transaction 24126
3043532,201284,200323,3,3687.48,28,Transaction 29017
3006481,201004,200922,4,3324.26,2,Transaction 44852
3032435,200415,200973,2,4226.75,25,Transaction 31962
3010377,200928,201327,2,134.67,34,Transaction 28314
3026697,200301,201047,2,1560.21,29,Transaction 24351
3025597,200081,200017,3,4092.47,18,Transaction 22106
3014221,200459,200378,2,1229.09,4,Transaction 31700
3009876,201051,201308,1,1002.25,32,Transaction 42198
3003404,201026,201245,1,504.88,30,Transaction 15861
3043211,200938,201342,3,4342.7,29,Transaction 43532
3045943,201067,201028,1,939.79,7,Transaction 6481
3007799,200899,201247,1,4824.39,24,Transaction 32435
3024960,201427,200332,3,264.38,47,Transaction 10377
3016081,201538,201585,2,2430.32,42,Transaction N6697
3015558,201640,201030,2,3656.76,5,Transaction 9876
3005529,201325,201359,3,540.44,46,Transaction 3404
3047828,201033,201358,3,1150.91,14,Transaction 43211
3037221,200750,200230,1,2904.59,12,Transaction 45943
3009524,200787,200615,3,1897.13,41,Transaction 7799
3001791,201037,200943,3,3418.07,11,Transaction 24960
3012254,201633,200928,1,1665.09,2,Transaction 16081
3016918,200070,200817,2,2771.99,24,Transaction 17540
3017243,200649,200487,2,4390.72,24,Transaction 11800
3029384,201307,200076,1,4659.77,13,Transaction 15558
3024374,201561,201481,1,2859.49,47,Transaction 5529
3008684,201148,201258,1,570.21,46,Transaction 47828
3021851,201594,200684,4,779.64,18,Transaction 37221
3014962,200345,200312,3,617.6,39,Transaction 9524
3022549,201032,200535,3,844.34,28,Transaction 1791
3000825,200797,201069,4,4192.88,44,Transaction 12254
3038858,200597,201528,1,4915.63,40,Transaction 16918
3037188,201104,200908,3,3114.52,17,Transaction 17243
3041647,200876,200147,2,1895.36,12,Transaction 29384
3042651,200084,201363,3,691.72,31,Transaction 24374
3027304,201282,200902,3,465.46,30,Transaction 8684
3023021,200807,200106,1,597.36,20,Transaction 21851
3022672,200590,200870,3,1867.48,24,Transaction 14962
3028988,201016,200417,3,1920.64,32,Transaction 825
3046891,200428,201087,1,4551.34,36,Transaction 38858
3047240,201621,201151,4,2758.09,43,Transaction 28119
3006025,200992,201475,1,2626.12,12,Transaction 37188
3049491,200813,201598,2,1876.34,13,Transaction 41647
3040069,201077,200553,2,3957.44,33,Transaction 42651
3037445,201138,200665,2,1689.62,15,Transaction 27304
3035249,200203,200712,1,1050.7,32,Transaction 23021
3001240,201478,200009,1,868.12,3,Transaction 22672
3023051,200885,201547,2,1381.21,37,Transaction 399
3002773,200214,201567,2,2642.1,35,Transaction 28988
3003480,201444,201456,1,1768.67,11,Transaction 46891
3005705,200117,200344,1,1091.85,40,Transaction 47240
3018459,200122,200064,1,4223.52,4,Transaction 6025
3035850,201008,200630,2,127.34,43,Transaction 49491
3034628,200637,200024,1,636.91,13,Transaction 40069
3018377,200183,200040,2,2291.88,4,Transaction 37445
3020973,200626,200866,4,3823.5,9,Transaction 35249
3039279,201211,200994,3,4024.97,18,Transaction 1240
3032906,201372,200422,1,1651.7,48,Transaction 23051
3012500,200116,200814,2,2405,13,Transaction 2773
3038765,201430,201215,3,4699.59,27,Transaction 3480
3046132,200865,201174,2,2217.67,14,Transaction 5705
3026554,200634,200943,4,4525.87,34,Transaction 18459
3013068,200567,200890,2,3746.19,20,Transaction 35850
3046759,201419,201179,1,3790.48,37,Transaction 34628
3035766,201282,200842,1,654.92,38,Transaction 18377
3043611,200132,200876,1,1799.07,37,Transaction 20973
3034483,200873,201556,1,2064.64,11,Transaction 39279
3003614,200052,200597,2,2380.17,37,Transaction 32906
3047480,200302,201564,1,1874.88,12,Transaction 12500
3039284,200451,201188,1,1565.87,43,Transaction 38765
3028850,201390,200725,1,1795.1,21,Transaction 46132
3045250,201451,200568,2,4375.61,29,Transaction 26554
