AccountID,CustomerID,AccountTypeID,AccountStatusID,Balance,
200729,10470,3,2,9390.16,
200153,10417,1,1,28280.03,
201099,10461,3,1,82883.84,
201156,10256,2,1,48963.44,
201567,10397,3,1,77319.24,
201055,10745,2,1,89370.68,
201254,10902,1,1,71621.86,
201487,10859,2,1,25199.75,
200739,10338,4,1,-486.68,
201570,10120,1,1,48479.25,
200434,10388,5,2,88098.11,
200450,11097,2,1,57492.35,
200329,10915,2,2,32978.16,
200109,10357,1,2,12135.64,
201490,10834,4,1,11876.49,
200771,10551,2,1,76.87,
200665,10140,5,1,81912.58,
201336,10161,1,1,84317.45,
201596,10880,4,1,8732,
200216,10797,4,2,94878.4,
200151,10400,3,1,59391.36,
200980,10164,2,1,25253.22,
200935,10441,2,2,12037.85,
200838,10734,4,1,35213.38,
200173,10721,1,1,99185.63,
200842,10183,5,1,20944.25,
200272,10323,4,1,75527.77,
200288,10549,4,1,86753.63,
201544,10913,3,1,79658.32,
200594,10599,4,1,12297.81,
201357,10401,4,1,1984.92,
200274,10652,1,1,29627.66,
200383,10287,3,1,25970.3,
200567,10578,5,1,239.3,
200066,10397,5,1,53407.3,
201037,10758,4,1,91570.87,
201153,10263,1,1,41412.74,
201481,10512,3,1,46114.57,
200325,10087,5,2,31944.6,
200430,10135,4,1,75924.19,
200893,10166,4,1,99828.98,
201150,10199,3,1,45449.22,
201276,10155,4,1,19986.02,
200111,10399,2,1,74191.58,
200121,10748,1,1,2700.75,
200340,10301,3,1,87416.66,
201646,10903,2,1,22957.29,
200250,10511,5,1,55353.22,
200784,10459,1,1,48911.97,
200359,10857,3,1,81925.71,
200738,10161,1,1,74018.11,
200005,11007,2,1,26556.74,
200084,10146,4,1,21109.91,
201484,10544,3,1,47917.51,
200863,10141,1,2,8913.48,
200136,10565,5,1,14112.32,
200324,10171,4,1,655.62,
201546,10299,5,2,71325.69,
200702,10160,2,1,54692.35,
200579,10236,2,1,27043.17,
201425,10764,5,1,71131.37,
201114,10233,1,1,90752.35,
200368,10112,3,1,46986.28,
200853,10934,4,2,29370.79,
200468,10268,5,1,45356.7,
201179,10324,2,1,28302.48,
200185,10159,3,1,19320.57,
201338,10440,4,2,98678.22,
200211,10112,3,1,42805.78,
201647,10125,3,1,51553.2,
200992,10934,3,2,49315.41,
200220,10351,3,1,15927.86,
200188,10174,3,1,9223.05,
201133,10741,1,1,11596.94,
201018,10887,5,1,77171.54,
201591,10609,4,1,70797.31,
200145,10649,5,2,75086.97,
201086,10150,4,2,77975.55,
200283,10447,1,2,6122.35,
201064,10314,4,1,86190.87,
201151,10778,4,1,77732.77,
201478,10072,4,1,82151.38,
201464,10602,1,1,53443.06,
201537,10696,4,1,2850.69,
201439,10511,1,2,11351.57,
200372,10060,1,1,38668.82,
200116,10349,1,1,44210,
201109,10048,1,1,68460.3,
201520,10584,1,1,73280.69,
200099,10724,2,1,40425.89,
200104,10249,3,2,89193.39,
200107,10199,4,1,76759.94,
201076,10587,2,1,56535.81,
200092,10290,4,1,7008.67,
200500,10501,2,2,76173.36,
200638,10004,5,1,56149.47,
201161,10963,5,1,60011.22,
200821,10996,4,1,87794.4,
200543,10880,1,1,64538.44,
200564,10395,4,1,96889.63,
200904,10832,4,1,84891.94,
201208,10952,4,1,84009.96,
200081,10033,4,1,92935.51,
200108,10996,3,1,73119.23,
200591,10627,5,1,10365.83,
200170,10363,1,1,24429.8,
200781,10986,2,1,68233.55,
201181,10524,2,1,91124.87,
200817,10773,1,1,82549.74,
200963,10286,2,3,77938.53,
201532,10895,4,2,36763.25,
200212,10722,2,2,76939.58,
201245,11082,1,1,56432.88,
201632,10902,5,1,-214.25,
201119,10418,5,1,10185.11,
201405,11019,5,1,59719.46,
201494,11043,5,1,2129.9,
200587,10933,1,1,44064.64,
200261,11049,5,1,80898.88,
201341,10495,2,1,58015.57,
200117,10133,4,1,6087.13,
201059,10037,4,1,32183.95,
201324,10865,1,1,43274.37,
201564,10048,4,1,29141.77,
201397,10754,1,1,60087.11,
200140,10728,5,1,18683.53,
200097,10710,2,1,69690.25,
200685,10160,3,2,24759.08,
200991,10543,4,1,13775.42,
201227,10113,5,1,94520.39,
201068,10083,4,1,54328.54,
201081,10452,2,1,22576.99,
201529,10248,2,1,84963.09,
200193,10948,1,1,381.8,
200466,10784,5,1,61937.85,
200558,10665,2,1,57672.29,
201187,10404,5,1,10845.05,
201089,10023,4,1,27578.97,
200600,10436,5,1,87054.96,
201199,10571,3,1,54255.38,
201132,10446,3,1,55861.81,
200312,10565,1,1,88741.16,
201545,10726,1,3,67503.47,
200385,10324,4,1,1627.92,
200990,10869,4,1,39813.36,
201236,10840,1,1,10577.83,
200614,10908,1,1,35656.95,
200316,10405,4,2,50895.93,
201619,10279,3,1,49341.87,
200722,10075,2,1,46881.74,
200707,10058,5,1,27278.42,
200785,10028,3,1,78312,
200895,10550,5,1,-262.08,
200306,10283,4,1,8682.61,
201154,10257,4,1,16099.85,
200229,10226,4,1,75050.99,
200073,10605,4,1,21063.77,
200436,10760,1,1,22885.75,
200201,10101,2,2,26152.31,
200655,10620,3,1,90235.73,
201422,10692,2,1,96099.61,
201477,10356,5,1,17443.02,
200129,11049,2,1,91364.41,
201522,10842,4,1,67419.74,
200531,11029,2,1,25099.37,
201251,10024,1,1,39825.26,
201240,10662,2,1,33721.99,
201198,10141,2,1,13607.68,
200012,10253,1,2,-384.45,
201358,11031,3,3,79082.48,
200355,11058,5,1,1917.42,
201078,10807,5,1,66459.79,
200545,10815,4,1,52471.44,
201365,11038,5,1,63045.46,
201363,10441,1,1,6720.11,
200335,10174,2,1,97356.53,
201519,10645,5,1,77217.14,
201516,10583,2,1,76084.32,
200692,10557,3,2,17639.79,
200749,10989,5,1,9040.3,
200866,10707,5,2,72186.92,
200270,10899,5,1,73044.91,
200808,10795,3,1,69814.18,
201289,10046,4,2,41353.24,
200786,10766,2,1,52951.69,
201171,10904,4,3,51642.18,
200344,10574,2,1,23240.75,
201042,10425,5,1,39896.93,
200890,10561,3,1,96310.11,
200644,10198,1,1,11834.16,
200642,10420,1,1,62988.18,
200922,10436,1,2,11015.81,
200413,10423,3,1,4108.2,
201554,10458,2,1,50822.5,
200973,10248,1,1,74420.6,
200235,10808,4,1,91724.55,
201092,10919,4,1,22716.19,
201052,10613,4,1,87749.26,
201143,10051,4,1,52774.42,
200130,10938,5,1,75867.46,
201609,10179,2,1,9447.02,
201332,10488,5,2,1724.82,
201457,10324,1,1,53252.4,
200492,10142,4,1,68129.64,
201566,10148,2,1,65786.08,
201243,10520,4,3,66524.93,
200759,10838,5,1,21613.16,
200533,11024,4,1,79896.95,
201203,10881,5,1,91295.86,
201184,10417,4,1,12558.2,
200770,10783,4,2,62611.03,
201032,10126,4,1,80170.1,
200319,10773,3,1,47099.53,
201489,10461,1,1,69552.22,
200236,11086,4,1,91326.67,
200390,10158,5,2,41615.13,
200273,11030,1,1,77511.43,
200168,10379,3,1,37707.68,
200453,10198,5,1,13514.02,
201215,10243,2,2,92797.49,
201271,10649,4,2,27517.85,
200339,10226,4,1,19908.74,
200983,10604,3,1,42427.12,
201091,10910,5,2,97498.08,
200046,10187,3,2,51825.34,
201446,10708,2,2,43861.81,
200067,11061,4,2,79460.29,
201104,10640,5,1,85648.39,
201023,10159,4,1,75123.26,
200463,10231,4,1,98910.48,
201011,10334,3,1,19742.89,
200756,10010,2,1,79082.66,
200412,10740,4,2,18323.69,
200197,10857,2,1,10604.56,
200843,11036,3,2,14281.82,
200504,10532,1,2,23080.32,
200677,11027,2,1,14722.29,
200195,10998,1,1,22408.75,
200017,10565,2,2,61129.64,
201194,10555,1,3,3563.19,
200885,10974,3,1,29613.57,
201381,10229,4,2,94077.34,
200839,10439,5,1,24567.96,
201468,10610,4,3,88823.48,
201551,10693,5,1,86348.65,
201120,10947,2,1,90828.63,
201649,10437,1,1,15975.67,
200986,10011,2,1,65697.87,
200205,10776,2,1,52482.12,
201192,10601,5,1,38058.16,
200675,10757,3,1,14883.88,
201644,10490,3,1,79518.63,
200490,10860,5,3,33724.84,
201528,10139,5,1,33036.06,
200036,10603,4,1,27899.82,
200718,10860,3,1,78217.29,
201048,10216,2,1,90512.44,
200337,10111,5,3,89663.23,
200059,11052,1,2,9615.18,
201232,10994,5,2,59689.92,
200732,10726,3,1,63187.47,
200052,10186,3,1,37808.22,
201008,10018,1,1,1818.33,
200815,10633,1,1,92207.53,
201137,10436,3,1,73446.68,
200862,11050,2,1,74664.26,
201395,10650,2,3,1137.43,
200933,11083,4,1,18705.43,
200162,10504,5,1,13680.97,
201579,10701,5,1,66279.41,
200994,10083,4,1,73264.75,
200388,10308,2,1,94005.37,
201440,11046,2,1,34229.77,
201575,10651,3,1,23112.02,
201473,10458,5,1,80938.81,
201573,10396,4,1,63826.38,
201294,10110,1,1,25103.83,
200633,10967,2,2,45666.71,
200908,11086,4,1,14912.64,
201034,10558,4,1,56499.15,
200788,10859,1,1,61100.37,
200876,10230,1,1,32788.26,
201112,10897,1,1,17831.08,
200845,10771,1,1,59428.04,
201061,10738,4,1,62165.81,
200503,10109,5,1,60628.55,
200517,11027,5,1,22243.6,
200488,10102,5,1,39676.6,
201272,10347,5,1,75163.27,
200865,10287,1,1,43414.52,
201426,10188,2,1,85502.37,
200217,10282,5,1,79741.26,
201590,10511,3,2,31528.97,
200565,10593,3,1,80752.27,
200613,10312,2,1,90626.12,
200868,10379,3,2,65218.63,
201432,10002,5,1,91104.24,
201500,11037,4,1,47444.74,
200618,10893,4,1,23.46,
200750,10429,2,2,13508.38,
200203,10062,2,1,19754.24,
200486,10749,4,1,87888.34,
200905,10968,1,1,60172.28,
200190,10404,2,1,89478.09,
201515,10061,2,1,63374.92,
200561,10092,1,1,32040.43,
200799,10739,4,2,2549.88,
200034,10293,4,1,62795.23,
200304,10477,2,1,32577.75,
200959,11030,5,1,81628.79,
201131,10093,1,2,55740.69,
201005,10856,3,1,38862.95,
201580,10743,4,1,86594.9,
201629,10225,3,1,76565.33,
201138,10298,2,1,53510.3,
200417,11063,1,1,87066.02,
200604,10398,5,1,72545.83,
201640,10315,2,3,98137.14,
200032,10861,1,1,7264.93,
201593,10367,4,1,83463.25,
200087,10540,3,1,67038.22,
200661,10978,2,1,66377.41,
200894,10945,1,1,22968.67,
200349,10604,3,1,32108.36,
200867,10526,3,1,48383.06,
200452,10142,3,1,54244.97,
200971,10318,3,1,78266.95,
200733,10483,1,1,35818.45,
201124,10285,4,1,76062.25,
200378,10821,1,1,64449,
201223,10143,2,1,45629.49,
200802,10811,2,1,93495.91,
201362,10198,1,2,15896.87,
201036,10588,4,1,99815.57,
201126,10039,5,1,5668.83,
200296,10317,3,1,31711.77,
201586,11086,4,1,26445.63,
200048,11090,4,1,3917.79,
200589,10468,5,2,90061.73,
200555,10506,2,1,25866,
200056,11046,1,1,27006.94,
200025,11044,2,3,78052.59,
201346,10407,2,1,51767.82,
201295,10331,3,1,6002.42,
200370,10797,3,1,2192.05,
201200,11078,4,1,36353.79,
201029,10933,5,1,6436.12,
200291,10021,2,1,18192.08,
201385,10067,5,1,69440.29,
200200,10667,5,2,82135.64,
200430,10135,4,1,75924.19,
201103,10333,1,1,22940.53,
200018,10628,2,1,29982.21,
200062,10366,1,1,28243.37,
200560,10006,5,1,48796.06,
201177,10573,5,1,7466.49,
201202,10382,1,1,94962.36,
201366,10256,5,1,56833.65,
201561,10997,2,3,41771.97,
200069,10213,4,1,64408.19,
201526,10886,2,2,54548.29,
200660,10396,4,1,12694.73,
200125,10150,1,1,43690.88,
200449,10939,3,2,37914.54,
201171,10904,4,3,51642.18,
201213,10425,1,1,69773.84,
201186,10800,2,1,30899.02,
201323,11039,1,1,33410.46,
200896,11017,2,1,96348.57,
200674,11000,5,1,83192.4,
200553,10286,2,2,35022.44,
200535,10179,4,1,2439.13,
201026,10027,1,1,64730.11,
200225,10458,3,1,86693.47,
201260,11076,3,1,59226.92,
200551,10056,2,1,48825,
200709,10335,1,1,60544.65,
200705,10351,5,2,1656.32,
200085,11093,5,1,97430.19,
200440,10766,4,2,10136.41,
200292,10571,5,1,25232.54,
200382,10519,5,1,863.22,
201413,11026,2,2,13489.63,
201429,10834,1,1,44734.87,
201085,10183,1,1,91241.89,
200795,10580,1,1,14560.17,
201261,10047,5,1,50024.63,
200508,10579,4,1,83240.3,
200297,10445,1,1,68261.75,
200441,10156,4,1,29258.38,
201310,10324,5,3,42802.87,
201298,10936,2,1,67294.52,
200008,10096,5,1,56540.4,
201568,10631,4,2,38686.52,
200926,10103,5,1,12582.52,
200183,10932,5,1,1966.25,
200640,10570,2,1,41593.86,
200854,10768,3,1,28557.33,
200089,10864,4,1,20228.38,
200511,10355,5,3,36038.1,
200144,10798,1,1,46961.82,
201003,10237,1,1,36343.94,
201160,10000,4,1,54403.26,
200864,10678,2,1,53456.93,
200753,10413,3,1,28424.71,
200029,11078,2,2,10771.85,
200308,10284,5,1,34977.74,
200700,10319,2,1,125.63,
200582,11077,3,1,43027.89,
200861,10391,3,1,88425.93,
201419,10573,3,1,47860.1,
201056,10705,5,1,2335.36,
201299,10302,1,1,80236.9,
201418,10142,4,2,47287.8,
201176,10329,5,1,86759.91,
201592,10683,2,1,41432.48,
200158,10655,1,1,19549.3,
201238,10337,4,1,5027.38,
200528,10155,4,2,44233.42,
201320,10290,4,1,95238.5,
200258,10091,4,3,35762.79,
200134,10054,1,1,42064.37,
201284,10331,4,2,20324.39,
201300,10875,4,1,59361.75,
200577,10338,2,3,41340.47,
201391,10460,2,1,99772.39,
201038,10191,4,1,18864.78,
201572,10996,2,1,23152.13,
200664,10574,3,3,96104.79,
200425,10043,3,1,89814.94,
200401,10419,5,1,95890.58,
201353,10900,5,1,4310.09,
201364,10909,5,1,51317.94,
200321,11064,1,2,88166.45,
200412,10740,4,2,18323.69,
201275,10505,5,1,55584.89,
201219,10296,3,2,73253.03,
201144,10518,4,1,80118.93,
201460,10868,3,1,3095.33,
201255,10506,1,3,58065.63,
200377,10943,3,2,33213.31,
200259,10329,4,1,58771.02,
200512,10972,4,1,12739.44,
201610,10582,4,1,90522.01,
201116,10526,5,1,68330.67,
201027,10023,5,2,63664.07,
200681,10909,4,1,74699.28,
200423,10058,1,1,55487.18,
201541,10418,4,1,11633.95,
200869,10427,1,1,74765.79,
200964,10571,2,1,30485.93,
200852,10324,5,2,44916.07,
200697,10596,3,1,72735.33,
200556,10335,1,1,71100.85,
200072,10898,4,1,27502.3,
200113,11008,1,1,40949.53,
200142,10852,1,1,66448.99,
200517,11027,5,1,22243.6,
201041,10503,4,1,68279.42,
201072,10774,5,2,54738.91,
200230,10703,3,1,1880.71,
200257,10592,3,1,45800.97,
200477,10148,4,1,17927.93,
200538,10485,1,3,41802.86,
200537,10065,4,1,86936.53,
200376,10963,4,1,34934.85,
200563,10792,5,1,88391.7,
200924,10275,3,1,30711.95,
200410,10047,2,3,64077.31,
200534,10245,1,1,22328.73,
200119,10423,3,1,14731.86,
200345,10845,4,1,65332.55,
200720,10800,5,1,84653.06,
201635,10036,4,1,6167.61,
200180,10925,3,2,77746.31,
200690,10295,5,1,1414.2,
201317,10703,2,1,92656.58,
200639,10164,1,1,85883.71,
200362,10645,1,1,95855.2,
200701,10071,2,1,10236.67,
201071,10504,5,1,9723.62,
200163,10142,4,1,11454.58,
200147,10931,3,1,741.98,
200266,10904,1,1,11625.94,
201542,10988,5,2,23883.8,
200323,10497,2,1,89509.95,
200482,10676,4,1,10451.99,
200680,10966,1,2,94119.04,
200608,10099,4,1,40017.63,
201448,11092,3,1,37012.22,
200435,10953,4,1,42798.97,
200210,10586,1,1,3547.91,
201136,10810,1,1,3752.55,
201062,10654,2,1,7314.7,
200123,10746,5,1,76437.12,
200834,10920,2,1,78120.21,
201600,11078,4,1,57584.97,
200269,10177,2,1,86186.6,
201510,10214,1,1,79377.52,
200447,10940,5,1,21700.27,
200635,10421,3,1,75147.49,
201514,10032,4,1,1898.32,
200491,11064,4,1,97672.38,
200326,10962,1,1,12971.96,
201581,10020,1,1,29685.58,
201398,11055,5,1,29595,
200812,10694,2,1,78632.33,
200208,10361,4,1,45223.07,
201456,10142,1,1,77020.63,
201095,10840,5,1,40958.84,
201111,10389,2,1,44507.18,
201597,10850,1,1,31808.42,
200253,10867,5,2,80131.35,
200293,10575,2,2,31914.05,
200519,10071,5,1,34268.9,
200165,10552,2,1,17200.82,
200114,10329,1,1,51882.06,
200814,10734,1,2,49652.84,
200318,10789,4,2,89365.94,
200471,10368,1,1,61762.25,
201020,10571,3,2,38064.46,
201454,10486,3,1,19636.99,
201465,10451,2,1,20306.04,
201325,10147,5,3,24939.17,
200969,10690,2,1,89573.21,
200541,10183,5,1,35707.81,
200155,10532,4,1,92316.86,
201578,10326,2,1,25771.16,
200169,10769,5,1,439.01,
200420,10189,4,1,98783.22,
201355,10113,4,1,40124.36,
201613,10112,5,1,81061.35,
201535,10873,3,1,11626.32,
200311,10143,5,1,29319.62,
200305,10494,3,1,77232.21,
201308,10194,2,1,12018.02,
201430,10296,2,2,57836.52,
201373,11046,4,1,6590.96,
200929,10947,1,1,52601.32,
200514,10368,5,1,18913.39,
200438,10387,2,1,35297.81,
200279,10023,2,1,40765.74,
201329,10611,5,1,51159.17,
201361,10224,4,1,83467.68,
200202,10323,2,1,55646.68,
201066,10557,1,1,48854.26,
200016,10274,2,1,97275.69,
201615,10541,5,3,41668.65,
200252,10528,5,1,27092.55,
200728,10667,4,3,38323.86,
200627,11000,2,1,83596.89,
200133,10151,2,1,26799.85,
200546,10009,2,1,60857.33,
200647,10043,4,1,79401.9,
200497,10125,5,1,39886.3,
200669,10099,2,1,31621,
200010,10056,4,1,18291.1,
201444,10264,5,1,10451.15,
200400,10518,2,1,28969.19,
201105,11025,1,2,85124.46,
201379,10750,3,3,87921.93,
201650,10071,1,1,45620.84,
201277,10428,5,1,25590.59,
200396,10071,2,1,36635.64,
200527,10953,5,1,62703.11,
200128,10603,4,1,98985.61,
201471,10306,4,1,53116.41,
200822,11015,3,2,6865.27,
200656,10035,4,1,53079.45,
201410,11034,1,1,65596.26,
201408,11040,2,1,7989.35,
201065,10582,1,1,62098.01,
200489,10086,2,1,77670.14,
200077,10626,1,1,34252.99,
200000,10330,2,1,35794.37,
201638,10556,1,1,27080.14,
201069,10437,3,1,96340.33,
200095,10036,3,1,46799.14,
200568,10284,2,1,52785.79,
200218,10092,1,1,54398.6,
200135,10226,2,1,87241.16,
201352,10565,5,1,13402.26,
200826,10680,2,1,33050.05,
200703,10226,1,1,1962.43,
200518,10020,4,1,75643.88,
200977,10227,3,1,55093.49,
200631,11053,2,1,29103.96,
200041,10894,4,1,51004.99,
201283,10231,5,1,74040.12,
201340,10481,5,1,12603.53,
201482,10412,3,2,9383.9,
200831,10431,3,1,55159.56,
201428,11038,3,1,48576.31,
201207,10262,2,1,77811.93,
200175,10677,4,1,96098.74,
200256,10383,2,1,57873.64,
200442,10288,3,1,367.64,
200015,11043,4,1,23771.4,
201388,10816,2,1,94760.32,
200520,10162,4,1,57667.5,
201073,10814,2,1,77462.93,
200616,10685,1,1,75217.21,
201620,10039,3,1,83590.24,
201518,10866,3,1,34247.23,
200902,10183,4,2,63719.46,
200358,10409,5,2,21043.13,
201218,10210,3,1,80261.8,
201214,10576,2,1,83489.55,
200837,10333,4,1,71167.11,
201497,10023,3,1,12862.13,
200030,10624,5,1,87001.16,
201486,10110,5,1,46619.25,
200172,10081,4,2,8550.22,
200716,10939,3,1,12086.95,
200045,11018,3,2,52907.3,
200050,11015,1,1,68306.31,
200026,10813,5,1,39648.89,
201185,10841,1,1,48602.51,
200364,10414,4,2,10329.63,
200384,10078,5,1,35753.88,
200160,10263,1,2,66368.23,
201560,10734,3,3,73828.52,
201088,10727,5,1,44869.51,
200458,10348,3,2,25638.44,
200819,10686,5,1,78870.02,
200950,10210,4,1,22564.99,
201499,10784,1,1,63138.1,
200429,10636,1,1,65027.44,
200914,11090,2,1,30861.09,
201409,11076,5,3,23793.44,
200115,10899,1,2,75756.62,
200619,10458,3,1,18105.11,
200290,10914,4,1,71699.8,
201263,10561,1,1,91944.29,
201322,10495,5,1,22577,
200443,10954,1,1,24747.41,
200177,10336,5,1,21918.21,
201534,10566,5,1,91124.05,
201582,10833,5,2,54875.56,
201080,10026,5,3,51455.37,
200903,10974,1,1,43811.17,
200221,10248,3,1,23691.06,
200178,10925,4,1,81232.7,
200673,10215,5,1,11195.51,
201128,10283,2,1,9745.79,
201172,11066,1,1,90818.91,
201553,10498,4,1,9425.47,
200445,10384,1,2,73494.54,
201141,10226,4,2,6606.28,
200913,11021,1,2,58204.58,
200955,10485,1,1,67464.66,
200367,10080,3,1,39998.22,
201024,10848,3,3,93399.46,
200570,10972,2,1,653.92,
200280,10947,5,1,62973.59,
201557,10293,4,1,49295.26,
200623,10488,4,1,99195.49,
201335,10199,5,1,61617.18,
200772,10103,3,1,88437.87,
200493,11007,4,2,30610.88,
201014,10639,2,3,50946.19,
200767,10266,1,2,51519.3,
200020,10155,5,1,2375.58,
200426,10820,2,1,20126.03,
200051,10939,5,1,39331.27,
200242,10557,3,1,27998.76,
201162,10178,1,1,13897.79,
201621,10262,5,1,44271.11,
200455,10605,4,1,22942.6,
201402,10740,4,1,53136.92,
200161,10666,5,1,34176.53,
200814,10734,1,2,49652.84,
201417,10956,4,2,67768.59,
200606,10927,1,1,65362.69,
201434,10677,4,1,90525.86,
200074,10643,2,1,53088,
201252,10995,4,2,24322.71,
200227,11014,4,1,21797.9,
200406,10616,3,2,47341.06,
201476,10966,3,1,23406.8,
201017,10205,3,1,70954.73,
201319,10512,2,1,25501.32,
201513,10467,4,1,38406.79,
200157,11020,5,1,90501.59,
200968,10643,3,1,81894.1,
201463,10746,4,1,74521.41,
201122,10964,2,1,10718.14,
200989,11090,2,1,81887.75,
201380,10274,4,1,37669.33,
200143,10459,4,1,57243.27,
200459,10464,3,1,15412.78,
200391,10331,4,1,21024.81,
200090,10751,5,1,89098.68,
201015,10710,1,1,8599.63,
201083,10066,5,1,32364.42,
200328,10767,5,1,76680.71,
200204,10948,2,1,70671.2,
200779,10364,4,2,90961.09,
200813,10686,4,1,72958.82,
200717,10399,1,2,98107.24,
201011,10334,3,1,19742.89,
200078,10818,3,1,98090.36,
201234,10813,4,1,91560.54,
201051,10612,3,1,27305.33,
200764,10867,1,1,55666.22,
200666,10933,5,1,1061.8,
201455,10341,1,3,66332.63,
201241,10184,5,1,55292.55,
200506,10223,2,2,31595.48,
200585,10324,4,1,78565.48,
200762,10369,3,1,12527.5,
201293,10316,1,2,9980.49,
200469,10873,3,1,96072.4,
201307,10760,3,1,71804.64,
201511,10174,5,1,63263.74,
200281,11078,2,2,72796.22,
200912,10204,1,1,80275.8,
200352,10012,4,1,1278.55,
200946,10642,3,1,35333.42,
200646,10003,3,2,34279.17,
200057,10813,4,1,88752.79,
200451,10225,2,1,74310.06,
201333,10666,1,1,6545.2,
201462,10343,4,1,10095.96,
200637,10104,5,1,29107.64,
200930,11023,4,2,21548.75,
200711,10401,5,1,90646.55,
200282,10952,3,1,44263.88,
200653,10107,5,2,96342.99,
200246,10822,2,1,13866.15,
200626,11038,1,1,41777.22,
200071,10251,1,1,41396.86,
200371,11029,3,1,64876.5,
200979,10612,2,1,9838.85,
200146,10127,4,1,18292.79,
200659,10341,1,1,11547.82,
200467,10992,1,1,76335.9,
201616,10890,5,1,52829.59,
201173,11032,4,1,73392.62,
200011,10899,3,1,74377.18,
201348,10297,5,1,87221.88,
200874,10179,4,1,17416,
200394,10362,2,2,88074.56,
200065,10188,3,2,68044.08,
201280,10883,4,1,59745.47,
201265,10160,4,2,17445.47,
200150,10671,4,1,11656.24,
201259,11038,1,1,54019.62,
201611,10770,3,1,29106.43,
201517,10691,4,1,27914.36,
200403,10899,1,1,86345.27,
201451,10067,1,1,26329.52,
200042,11000,1,1,49130.24,
200780,10864,1,1,55203.69,
200662,10241,4,3,38867.56,
200098,10247,4,2,55767.16,
200505,10984,4,1,60738.23,
200530,10393,1,1,76398.08,
200856,10439,5,1,69838.48,
200694,10040,5,2,8485.52,
201174,10272,5,2,59399.4,
200222,10292,3,1,26687.34,
200179,11019,5,2,70346.07,
201180,10468,2,1,49281.56,
200791,10361,5,1,27769.52,
201376,10297,4,1,25923.76,
201624,10394,1,2,38947.17,
200811,10016,5,1,82326.71,
200249,10530,2,1,80601.43,
200526,10175,5,1,4615.44,
200777,10670,2,1,11722.66,
200607,10766,3,1,39515.33,
200301,10203,2,1,32868.19,
201368,10147,1,1,11221.19,
201004,10819,3,1,63829.76,
200024,10446,1,1,10210.82,
201606,10458,1,1,12674.71,
200787,10299,4,1,20001.77,
201291,10782,4,1,33344.03,
200746,10130,2,2,12704.95,
201449,10690,2,1,99758.48,
201053,10603,1,3,97456.04,
200009,10818,5,1,2281.62,
200055,10267,1,2,46869.95,
201371,10465,3,1,50412.12,
201106,10243,5,1,62974.45,
200592,10153,1,2,8794.16,
200419,10862,1,1,13836.35,
200925,10414,5,1,47599.74,
201626,11080,4,2,24007.71,
200284,10543,5,1,66775.28,
200937,10297,5,2,91725.64,
201309,10620,2,1,63150.87,
200584,10457,4,1,8326.71,
200844,10730,1,1,50695.5,
